基金代碼,基金中文名稱,基金英文名稱,幣別,ISINCODE,總代理機構代碼,總代理機構名稱,境外基金機構代碼,境外基金機構名稱,基金狀態
="JANRMID",駿利資產管理基金 - 英達美國重點基金 I 美元累計,Janus Capital Funds Plc - INTECH US Core Fund I USD Acc,USD,="IE0032747168",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANRMIE",駿利資產管理基金-英達美國重點基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - INTECH US Core Fund I Euro Acc (Hedged),EUR,="IE00B1188838",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSTA1",駿利資產管理基金-駿利美國短期債券基金A美元入息,Janus Capital Funds Plc-Janus US Short Term Bond Fund A USD Inc,USD,="IE0004858456",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSTA2",駿利資產管理基金-駿利美國短期債券基金A美元累計,Janus Capital Funds Plc-Janus US Short Term Bond  Fund A USD Acc,USD,="IE0004858563",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSTB1",駿利資產管理基金-駿利美國短期債券基金B美元入息,Janus Capital Funds Plc-Janus US Short Term Bond  Fund B USD Inc,USD,="IE0031119542",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSTB2",駿利資產管理基金-駿利美國短期債券基金B美元累計,Janus Capital Funds Plc-Janus US Short Term Bond Fund B USD Acc,USD,="IE0031119658",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSTII",駿利資產管理基金-駿利美國短期債券基金I美元入息,Janus Capital Funds Plc-Janus US Short-Term Bond Fund I USD Inc,USD,="IE0009534052",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSVAA",駿利資產管理基金-柏智美國策略價值基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Perkins US Strategic Value Fund -  A Euro Acc (Hedged),EUR,="IE0001257090",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSVAI",駿利資產管理基金-柏智美國策略價值基金A美元累計,Janus Capital Funds Plc-Perkins US Strategic Value  Fund A USD Acc,USD,="IE0001256803",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSVBI",駿利資產管理基金-柏智美國策略價值基金B美元累計,Janus Capital Funds Plc-Perkins US Strategic Value  Fund B USD Acc,USD,="IE0001262298",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANSVII",駿利資產管理基金-柏智美國策略價值基金I美元累計,Janus Capital Funds Plc-Perkins US Strategic Value Fund I USD Acc,USD,="IE0001426232",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANTWA1",駿利資產管理基金-駿利美國20基金A美元累計,Janus Capital Funds Plc-Janus US Twenty  Fund A USD Acc,USD,="IE0004445239",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANTWB1",駿利資產管理基金-駿利美國20基金B美元累計,Janus Capital Funds Plc-Janus US Twenty  Fund B USD Acc,USD,="IE0031118916",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANTWII",駿利資產管理基金-駿利美國20基金I美元累計,Janus Capital Funds Plc-Janus US Twenty Fund I USD Acc,USD,="IE0009532239",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANVTA1",駿利資產管理基金-駿利美國創業基金A美元累計,Janus Capital Funds Plc-Janus US Venture  Fund A USD Acc,USD,="IE0009354923",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANVTB1",駿利資產管理基金-駿利美國創業基金B美元累計,Janus Capital Funds Plc-Janus US Venture  Fund B USD Acc,USD,="IE0009534383",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANVTII",駿利資產管理基金-駿利美國創業基金I美元累計,Janus Capital Funds Plc-Janus US Venture Fund I USD Acc,USD,="IE0009534508",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JARAEUR",駿利資產管理基金-駿利美國研究基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Research Fund - I Euro Acc (Hedged),EUR,="IE00B2N6J784",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JASTA2E",駿利資產管理基金-駿利美國短期債券基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Short-Term  Bond Fund - A  Euro Acc (Hedged),EUR,="IE0009533641",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JASTBAC",駿利資產管理基金-駿利美國短期債券基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Short-Term  Bond Fund - I Euro Acc (Hedged),EUR,="IE00B2B37881",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JATWA1E",駿利資產管理基金-駿利美國20基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Twenty Fund - A Euro Acc (Hedged),EUR,="IE0009531827",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JATWIIE",駿利資產管理基金-駿利美國20基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Twenty Fund - I Euro Acc (Hedged),EUR,="IE0009532122",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAUSBEU",駿利資產管理基金-駿利平衡基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Balanced Fund -  I Euro Acc (Hedged),EUR,="IE00B2B36V48",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAUSEUR",駿利資產管理基金-駿利美國創業基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Venture Fund - I Euro Acc (Hedged),EUR,="IE00B2B36255",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAUSTVE",駿利資產管理基金 -  駿利美國20基金V股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Twenty Fund - V Euro Acc (Hedged),EUR,="IE00BHCQP217",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAUSTVU",駿利資產管理基金 -  駿利美國20基金V股美元累計,Janus Capital Funds Plc -Janus US Twenty Fund - V $ Acc,USD,="IE00B84P3S55",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAVTA1E",駿利資產管理基金-駿利美國創業基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Venture Fund - A Euro Acc (Hedged),EUR,="IE0009534169",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBACADI",駿利資產管理基金-駿利平衡基金 A 股加幣入息 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - A  CAD INC (Hedged),CAD,="IE00BF2GLT67",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBALAAA",駿利資產管理基金-駿利平衡基金 A 股澳幣累計 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - A  AUD Acc (Hedged),AUD,="IE00B7GTM146",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBALAAI",駿利資產管理基金-駿利平衡基金 A 股澳幣入息 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - A  AUD INC (Hedged),AUD,="IE00B7GTM815",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBALAEI",駿利資產管理基金-駿利平衡基金 A 股歐元入息 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - A  EUR INC (Hedged),EUR,="IE00B83BYG91",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBALAUI",駿利資產管理基金 - 駿利平衡基金A美元入息,Janus Capital Funds Plc - Janus Balanced Fund A USD Inc,USD,="IE00B7KXQ091",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBVAUDI",駿利資產管理基金 - 駿利平衡基金V 股澳幣入息 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - V AUD Inc (Hedged),AUD,="IE00BF2GLX04",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JBVUSDI",駿利資產管理基金 - 駿利平衡基金 V 股美元入息,Janus Capital Funds Plc - Janus Balanced Fund - V Inc,USD,="IE00BF2GLY11",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JD9",瀚亞投資-日本動力股票基金Aj (日圓),Eastspring Investments-Japan Dynamic Fund Aj-JPY,JPY,="LU1118698981",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JDA",瀚亞投資-日本動力股票基金A (美元),Eastspring Investments-Japan Dynamic Fund A-USD,USD,="LU0560541111",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JDF",瀚亞投資-日本動力股票基金A (美元避險),Eastspring Investments-Japan Dynamic Fund A (hedged)-USD,USD,="LU0965088593",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JE3",瀚亞投資-日本股票基金Admc1(美元避險穩定月配),Eastspring Investments -Japan Equity Fund Admc1(hedged)-USD,USD,="LU1202085194",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JE4",瀚亞投資-日本股票基金Aadmc1(澳幣避險穩定月配),Eastspring Investments-Japan Equity Fund Aadmc1(hedged)-AUD,AUD,="LU1202085277",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JE5",瀚亞投資-日本股票基金Andmc1(紐幣避險穩定月配),Eastspring Investments-Japan Equity Fund Andmc1(hedged)-NZD,NZD,="LU1202085350",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JE6",瀚亞投資-日本股票基金Azdmc1(南非幣避險穩定月配),Eastspring Investments-Japan Equity Fund Azdmc1(hedged)-ZAR,ZAR,="LU1202085434",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JFASEA",摩根東協基金,JPMorgan ASEAN Fund,USD,="HK0000055555",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFAT",摩根澳洲基金,JPMorgan Australia Fund,USD,="HK0000055613",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFCF",摩根基金 - 中國基金 - JPM中國(美元) - A股(分派),JPMorgan Funds - China Fund - JPM China A (dist) - USD,USD,="LU0051755006",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JFESCT",摩根東方小型企業基金,JPMorgan Eastern Smaller Companies Fund,USD,="HK0000055647",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFET",摩根東方基金,JPMorgan Eastern Fund,USD,="HK0000055639",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFEURF",摩根基金 - 歐洲基金 - JPM歐洲(美元) - A股(分派),JPMorgan Funds - Europe Equity Fund - JPM Europe Equity A (dist) - USD,USD,="LU0117904960",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JFGCF",摩根基金 - 大中華基金 - JPM大中華(美元) - A股(分派),JPMorgan Funds - Greater China Fund - JPM Greater China A (dist) - USD,USD,="LU0117841782",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JFGNR",摩根基金 - 環球天然資源基金 - JPM環球天然資源(歐元) - A股(分派),JPMorgan Funds - Global Natural Resources Fund - JPM Global Natural Resources A (dist) - EUR,EUR,="LU0208853514",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JFGPIF",摩根環球地產入息基金,JPMorgan Global Property Income Fund,USD,="HK0000055837",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFIPT",摩根印度基金,JPMorgan India Fund,USD,="MU0129U00005",A0011,摩根證券投資信託股份有限公司,="006",JF印度管理有限公司/JF INDIA MANAGEMENT LTD.,
="JFJSCT",摩根日本小型企業(日圓)基金,JPMorgan Japan Smaller Company (Yen) Fund,JPY,="HK0000055696",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFJT",摩根日本(日圓)基金 - 摩根日本(日圓) (累計),JPMorgan Japan (Yen) Fund - JPMorgan Japan (Yen) (acc) - JPY,JPY,="HK0000055670",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFKOR",摩根南韓基金,JPMorgan Korea Fund,USD,="HK0000055712",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFMT",摩根馬來西亞基金,JPMorgan Malaysia Fund,USD,="HK0000055720",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFPABF",摩根基金 - 亞太入息基金 - JPM亞太入息(美元) - A股(分派),JPMorgan Funds - Asia Pacific Income Fund - JPM Asia Pacific Income A (dist) - USD,USD,="LU0117844026",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JFPATT",摩根太平洋科技基金,JPMorgan Pacific Technology Fund,USD,="HK0000055761",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFPST",摩根太平洋證券基金,JPMorgan Pacific Securities Fund,USD,="HK0000055746",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFPT",摩根菲律賓基金,JPMorgan Philippine Fund,USD,="HK0000055779",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JFTHAI",摩根泰國基金,JPMorgan Thailand Fund,USD,="HK0000055787",A0011,摩根證券投資信託股份有限公司,="005",摩根基金(亞洲)有限公司/JPMORGAN FUNDS (ASIA) LIMITED,
="JGFJ",利安資金日本增長基金(日元),LionGlobal Japan Growth Fund (JPY),JPY,="SG9999011399",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="JGHS",利安資金日本增長基金(新元避險),LionGlobal Japan Growth Fund (SGD Hedged),SGD,="SG9999011407",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="JGHU",利安資金日本增長基金(美元避險),LionGlobal Japan Growth Fund (USD Hedged),USD,="SG9999011415",B0233,先鋒證券投資顧問股份有限公司,="051",利安資金管理有限公司/LION GLOBAL INVESTORS LIMITED,
="JGLSVEA",駿利資產管理基金 -  駿利環球生命科技基金V股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Life Sciences Fund - V Euro Acc (Hedged),EUR,="IE00BFTCNT15",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JGLSVUA",駿利資產管理基金 -  駿利環球生命科技基金V股美元累計,Janus Capital Funds Plc - Janus Global Life Sciences Fund - V $ Acc,USD,="IE00BFTCNQ83",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
