基金代碼,基金中文名稱,基金英文名稱,幣別,ISINCODE,總代理機構代碼,總代理機構名稱,境外基金機構代碼,境外基金機構名稱,基金狀態
="ISWEF",施羅德環球基金系列 - 瑞士股票 C 類股份 - 累積單位(瑞士法郎),Schroder ISF Swiss Equity Class C -ACC (CHF),CHF,="LU0106244444",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="ISWEG",施羅德環球基金系列 - 瑞士股票 A1 類股份 - 累積單位(瑞士法郎),Schroder ISF Swiss Equity Class A1- ACC (CHF),CHF,="LU0133713858",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUCBA1",瀚亞投資─優質公司債基金Admc1(美元穩定月配),Eastspring Investments-US Corporate Bond Fund Admc1-USD,USD,="LU0865486822",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUCBAA",瀚亞投資─優質公司債基金Aadm(澳幣避險月配),Eastspring Investments-US Corporate Bond Fund Aadm (hedged)-AUD,AUD,="LU0795475903",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUCBUA",瀚亞投資─優質公司債基金A(美元),Eastspring Investments-US Corporate Bond Fund A-USD,USD,="LU0326392247",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUCBUM",瀚亞投資─優質公司債基金Adm(美元月配),Eastspring Investments-US Corporate Bond Fund Adm-USD,USD,="LU0588546894",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUDBC",施羅德環球基金系列 - 美元債券 C 類股份 - 配息單位(美元),Schroder ISF US Dollar Bond Class C- DIS (USD),USD,="LU0083284553",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUDBF",施羅德環球基金系列 - 美元債券 C 類股份 - 累積單位(美元),Schroder ISF US Dollar Bond Class C -ACC (USD),USD,="LU0106261026",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUDBG",施羅德環球基金系列 - 美元債券 A1 類股份 - 累積單位(美元),Schroder ISF US Dollar Bond Class A1- ACC (USD),USD,="LU0133715127",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUKEF",施羅德環球基金系列 - 英國股票 C 類股份 - 累積單位(英鎊),Schroder ISF UK Equity Class C -ACC (GBP),GBP,="LU0106246225",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUKEG",施羅德環球基金系列 - 英國股票 A1 類股份 - 累積單位(英鎊),Schroder ISF UK Equity Class A1- ACC (GBP),GBP,="LU0133714401",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUMCF",施羅德環球基金系列 - 美國中小型股票 C 類股份 - 累積單位(美元),Schroder ISF US Small & Mid-Cap Equity Class C- ACC (USD),USD,="LU0205193807",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUMCG",施羅德環球基金系列 - 美國中小型股票 A1 類股份 - 累積單位(美元),Schroder ISF US Small & Mid-Cap Equity Class A1- ACC (USD),USD,="LU0205193989",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSBAA",瀚亞投資─美國複合收益債券基金Aadm(澳幣避險月配),Eastspring Investments -US Bond Fund Aadm (hedged)-AUD,AUD,="LU0795475812",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUSBUA",瀚亞投資─美國複合收益債券基金A(美元),Eastspring Investments-US Bond Fund A-USD,USD,="LU0326391868",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUSBUM",瀚亞投資─美國複合收益債券基金Adm(美元月配),Eastspring Investments-US Bond Fund Adm-USD,USD,="LU0533427448",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="IUSCF",施羅德環球基金系列 - 美國小型公司 C 類股份 - 累積單位(美元),Schroder ISF US Smaller Companies Class C -ACC (USD),USD,="LU0106262180",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSCG",施羅德環球基金系列 - 美國小型公司 A1 類股份 - 累積單位(美元),Schroder ISF US Smaller Companies Class A1- ACC (USD),USD,="LU0133716109",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSED",施羅德環球基金系列 - 美國大型股 A 類股份 - 累積單位(美元),Schroder ISF US Large Cap Class A-ACC (USD),USD,="LU0106261372",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSEF",施羅德環球基金系列 - 美國大型股 C 類股份 - 累積單位(美元),Schroder ISF US Large Cap Class C -ACC (USD),USD,="LU0106261539",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSEG",施羅德環球基金系列 - 美國大型股 A1 類股份 - 累積單位(美元),Schroder ISF US Large Cap Class A1- ACC (USD),USD,="LU0133715804",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSLD",施羅德環球基金系列 - 美元流動 A 類股份 - 累積單位(美元),Schroder ISF US Dollar Liquidity Class A- ACC (USD),USD,="LU0136043808",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IUSLF",施羅德環球基金系列 - 美元流動 C 類股份 - 累積單位(美元),Schroder ISF US Dollar Liquidity Class C - ACC (USD),USD,="LU0136044012",A0042,施羅德證券投資信託股份有限公司 ,="052",施羅德投資管理(香港)有限公司/SCHRODER INVESTMENT MANAGEMENT (HONG KONG) LIMITED,
="IWVEUA",瀚亞投資─全球價值股票基金A(美元),Eastspring Investments-World Value Equity Fund A-USD,USD,="LU0170899867",A0007,瀚亞證券投資信託股份有限公司,="105",瀚亞投資(盧森堡)股份有限公司/EASTSPRING INVESTMENTS (LUXEMBOURG) S.A.,
="JAACA1E",駿利資產管理基金- 駿利策略Alpha基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Opportunistic Alpha Fund - A Euro Acc (Hedged),EUR,="IE0009511647",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAACEUR",駿利資產管理基金- 駿利策略Alpha基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Opportunistic Alpha Fund - I Euro Acc (Hedged),EUR,="IE00B2N6J677",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JABAA1E",駿利資產管理基金-駿利平衡基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - A Euro Acc (Hedged),EUR,="IE0009514989",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JABICAH",駿利資產管理基金 - 駿利平衡基金 I 股加幣累計 (對沖),Janus Capital Funds Plc - Janus Balanced Fund - I CAD Acc (Hedged),CAD,="IE00BFSS8623",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAEAAJ",摩根基金 - 日本股票基金 - JPM日本股票(日圓) - A股(累計),JPMorgan Funds - Japan Equity Fund - JPM Japan Equity A (acc) - JPY,JPY,="LU0235639324",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JAEAAU",摩根基金 - 日本股票基金 - JPM日本股票(美元對沖) - A股(累計),JPMorgan Funds - Japan Equity Fund - JPM Japan Equity A (acc) - USD (hedged),USD,="LU0927678507",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JAECAU",摩根基金 - 日本股票基金 - JPM日本股票(美元) - C股(累計),JPMorgan Funds - Japan Equity Fund - JPM Japan Equity C (acc) - USD,USD,="LU0129464904",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JAEHAU",摩根基金 - 日本股票基金 - JPM日本股票(美元對沖) - C股(累計),JPMorgan Funds - Japan Equity Fund - JPM Japan Equity C (acc) - USD (hedged),USD,="LU1030900838",A0011,摩根證券投資信託股份有限公司,="007",摩根資產管理(歐洲)有限公司/JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,
="JAFAAUI",駿利資產管理基金-駿利靈活入息基金 A 股澳幣入息 (對沖),Janus Capital Funds Plc - Janus Flexible Income Fund - A AUD Inc (Hedged),AUD,="IE00B7GTJV38",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAFIA2E",駿利資產管理基金-駿利靈活入息基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Flexible Income Fund - A Euro Acc (Hedged),EUR,="IE0009516141",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAFIB1E",駿利資產管理基金-駿利靈活入息基金 B 股歐元入息 (對沖),Janus Capital Funds Plc - Janus Flexible Income Fund - B Euro Inc (Hedged),EUR,="IE0009516588",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAFIIIE",駿利資產管理基金-駿利靈活入息基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Flexible Income Fund - I Euro Acc (Hedged),EUR,="IE0009516810",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAFVAUI",駿利資產管理基金-駿利靈活入息基金 V 股澳幣入息 (對沖),Janus Capital Funds Plc - Janus Flexible Income Fund - V AUD Inc (Hedged),AUD,="IE00B7H0JV51",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAGLA1E",駿利資產管理基金-駿利環球生命科技基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Life Sciences Fund - A Euro Acc (Hedged),EUR,="IE0002122038",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAGTA1E",駿利資產管理基金-駿利環球科技基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Technology Fund -  A Euro Acc (Hedged),EUR,="IE0002167009",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAGTEUR",駿利資產管理基金-駿利環球科技基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Technology Fund -  I  Euro Acc (Hedged),EUR,="IE00B2B36Q94",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAGTVEA",駿利資產管理基金 -  駿利環球科技基金V股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Technology Fund - V Euro Acc (Hedged),EUR,="IE00BHC8SH34",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAGTVUA",駿利資產管理基金 -  駿利環球科技基金V股美元累計,Janus Capital Funds Plc -Janus Global Technology Fund - V $ Acc,USD,="IE00BHC8SG27",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAHYA2E",駿利資產管理基金-駿利高收益基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus High Yield Fund - A Euro Acc (Hedged),EUR,="IE0009530639",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAHYB1E",駿利資產管理基金-駿利高收益基金 B 股歐元入息 (對沖),Janus Capital Funds Plc - Janus High Yield Fund - B Euro Inc (Hedged),EUR,="IE0009531157",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JAHYIIE",駿利資產管理基金-駿利高收益基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus High Yield Fund - I Euro Acc (Hedged),EUR,="IE0009531603",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANACA1",駿利資產管理基金- 駿利策略Alpha基金 A 股美元累計,Janus Capital Funds Plc - Janus Opportunistic Alpha Fund - A $ Acc,USD,="IE0004444828",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANACB1",駿利資產管理基金- 駿利策略Alpha基金 B 股美元累計,Janus Capital Funds Plc - Janus Opportunistic Alpha Fund - B $ Acc,USD,="IE0031118791",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANACII",駿利資產管理基金- 駿利策略Alpha基金 I 股美元累計,Janus Capital Funds Plc - Janus Opportunistic Alpha Fund - I $ Acc,USD,="IE0009514872",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANBAA1",駿利資產管理基金 - 駿利平衡基金A美元累計,Janus Capital Funds Plc - Janus Balanced Fund A USD Acc,USD,="IE0004445015",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANBAB1",駿利資產管理基金 - 駿利平衡基金B美元累計,Janus Capital Funds Plc - Janus Balanced Fund B USD Acc,USD,="IE0031118809",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANBAII",駿利資產管理基金 - 駿利平衡基金 I 美元累計,Janus Capital Funds Plc - Janus Balanced Fund I USD Acc,USD,="IE0009515622",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANCRA1",駿利資產管理基金-駿利美國研究基金A美元累計,Janus Capital Funds Plc-Janus US Research Fund A USD Acc,USD,="IE0031027877",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANCRA2",駿利資產管理基金-駿利美國研究基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus US Research Fund Fund - A Euro Acc (Hedged),EUR,="IE0031138864",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANCRB1",駿利資產管理基金-駿利美國研究基金B美元累計,Janus Capital Funds Plc-Janus US Research Fund B USD Acc,USD,="IE0031138971",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANCRI1",駿利資產管理基金-駿利美國研究基金I美元累計,Janus Capital Funds Plc-Janus US Research Fund I USD Acc,USD,="IE0031139383",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIA1",駿利資產管理基金 - 駿利靈活入息基金A美元入息,Janus Capital Funds Plc - Janus Flexible Income Fund A USD Inc,USD,="IE0004445676",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIA2",駿利資產管理基金 - 駿利靈活入息基金A美元累計,Janus Capital Funds Plc - Janus Flexible Income Fund A USD Acc,USD,="IE0004445783",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIAU",駿利資產管理基金 -  駿利靈活入息基金 I 股美元累計,Janus Capital Funds Plc - Janus Flexible Income Fund - I $ Acc,USD,="IE00B6Y7ZF85",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIB1",駿利資產管理基金 - 駿利靈活入息基金B美元入息,Janus Capital Funds Plc - Janus Flexible Income Fund B USD Inc,USD,="IE0031119104",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIB2",駿利資產管理基金 - 駿利靈活入息基金B美元累計,Janus Capital Funds Plc - Janus Flexible Income Fund B USD Acc,USD,="IE0031119211",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIII",駿利資產管理基金 - 駿利靈活入息基金 I 美元入息,Janus Capital Funds Plc - Janus Flexible Income Fund I USD Inc,USD,="IE0009516927",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANFIVU",駿利資產管理基金 - 駿利靈活入息基金V股美元入息,Janus Capital Funds Plc - Janus Flexible Income Fund V USD Inc,USD,="IE00B8705N62",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGLA1",駿利資產管理基金-駿利環球生命科技基金A美元累計,Janus Capital Funds Plc-Janus Global Life Sciences  Fund A USD Acc,USD,="IE0009355771",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGLB1",駿利資產管理基金-駿利環球生命科技基金B美元累計,Janus Capital Funds Plc-Janus Global Life Sciences  Fund B USD Acc,USD,="IE0002128837",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGLII",駿利資產管理基金-駿利環球生命科技基金I美元累計,Janus Capital Funds Plc-Janus Global Life Sciences Fund I USD Acc,USD,="IE0002141913",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGRAD",駿利資產管理基金-駿利環球研究基金A美元累計,Janus Capital Funds Plc-Janus Global Research Fund A USD acc,USD,="IE00B1187X13",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGRAE",駿利資產管理基金-駿利環球研究基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Research Fund - A Euro Acc (Hedged),EUR,="IE00B1187Y20",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGRID",駿利資產管理基金-駿利環球研究基金I美元累計,Janus Capital Funds Plc-Janus Global Research Fund I USD acc,USD,="IE00B1188382",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGRIE",駿利資產管理基金-駿利環球研究基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Research Fund - I Euro Acc (Hedged),EUR,="IE00B1188499",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGTA1",駿利資產管理基金-駿利環球科技基金A美元累計,Janus Capital Funds Plc-Janus Global Technology  Fund A USD Acc,USD,="IE0009356076",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGTB1",駿利資產管理基金-駿利環球科技基金B美元累計,Janus Capital Funds Plc-Janus Global Technology  Fund B USD Acc,USD,="IE0002167660",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANGTII",駿利資產管理基金-駿利環球科技基金I美元累計,Janus Capital Funds Plc-Janus Global Technology Fund I USD Acc,USD,="IE0002175093",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYA1",駿利資產管理基金 - 駿利高收益基金A美元入息,Janus Capital Funds Plc - Janus High Yield Fund A USD Inc,USD,="IE0004446757",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYA2",駿利資產管理基金 - 駿利高收益基金A美元累計,Janus Capital Funds Plc - Janus High Yield Fund A USD Acc,USD,="IE0004446971",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYAA",駿利資產管理基金-駿利高收益基金 A 股澳幣入息 (對沖),Janus Capital Funds Plc - Janus High Yield Fund - A AUD Inc (Hedged),AUD,="IE00B6Y5G934",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYB1",駿利資產管理基金 - 駿利高收益基金B美元入息,Janus Capital Funds Plc - Janus High Yield Fund B USD Inc,USD,="IE0031119328",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYB2",駿利資產管理基金 - 駿利高收益基金B美元累計,Janus Capital Funds Plc - Janus High Yield Fund B USD Acc,USD,="IE0031119435",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYII",駿利資產管理基金 - 駿利高收益基金 I 美元入息,Janus Capital Funds Plc - Janus High Yield Fund I USD Inc,USD,="IE0009531710",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANHYIU",駿利資產管理基金 -  駿利高收益基金 I 股美元累計,Janus Capital Funds Plc - Janus High Yield Fund - I $ Acc,USD,="IE00B59RGT74",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANIEUR",駿利資產管理基金-駿利環球生命科技基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Life Sciences Fund - I Euro Acc (Hedged),EUR,="IE00B2B36G96",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANIRAC",駿利資產管理基金-柏智美國策略價值基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Perkins  US Strategic Value Fund -  I Euro Acc (Hedged),EUR,="IE00B2B35V72",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANRA2E",駿利資產管理基金-駿利環球房地產基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Real Estate Fund - A Euro Acc (Hedged),EUR,="IE0033534995",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREA1",駿利資產管理基金-駿利環球房地產基金A美元入息,Janus Capital Funds Plc-Janus Global Real Estate  Fund A USD Inc,USD,="IE0033534441",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREA2",駿利資產管理基金-駿利環球房地產基金A美元累計,Janus Capital Funds Plc-Janus Global Real Estate Fund A USD Acc,USD,="IE0033534557",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREB1",駿利資產管理基金-駿利環球房地產基金B美元入息,Janus Capital Funds Plc-Janus Global Real Estate  Fund B USD Inc,USD,="IE0033534664",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREB2",駿利資產管理基金-駿利環球房地產基金B美元累計,Janus Capital Funds Plc-Janus Global Real Estate  Fund B USD Acc,USD,="IE0033534771",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREI1",駿利資產管理基金-駿利環球房地產基金I美元入息,Janus Capital Funds Plc-Janus Global Real Estate Fund I USD Inc,USD,="IE0033534888",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANREUR",駿利資產管理基金-駿利環球房地產基金 I 股歐元累計 (對沖),Janus Capital Funds Plc - Janus Global Real Estate Fund - I Euro Acc (Hedged),EUR,="IE00B2B37667",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANRMAD",駿利資產管理基金 - 英達美國重點基金A美元累計,Janus Capital Funds Plc - INTECH US Core Fund A USD Acc,USD,="IE0032746863",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANRMAE",駿利資產管理基金-英達美國重點基金 A 股歐元累計 (對沖),Janus Capital Funds Plc - INTECH US Core Fund A Euro Acc (Hedged),EUR,="IE0032746970",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
="JANRMBD",駿利資產管理基金 - 英達美國重點基金B美元累計,Janus Capital Funds Plc - INTECH US Core Fund B USD Acc,USD,="IE0032747051",B0335,駿利證券投資顧問股份有限公司,="044",駿利資產管理國際有限公司/JANUS CAPITAL INTERNATIONAL LIMITED,
